bid,isbn,title,genre_id,fiction,edition,pub_date
39874,629107589261,Commodi deleniti aperiam ipsa aut laborum.,483,0,Aliquam quos est omnis iste et asperiores culpa. Quia sunt perspiciatis omnis architecto eveniet. Voluptatem at voluptatibus co,1984-08-19
40853,164853355312,Corporis et numquam quam labore ipsam.,755,1,Deleniti magnam soluta dicta et reprehenderit. Et temporibus numquam iure quasi quia dolores ut.,1985-11-04
41924,550205033981,Dolores velit nesciunt ipsum qui quisquam.,12985531,1,Voluptatem voluptates necessitatibus est ut soluta aut vero. Facilis nostrum rerum sapiente aperiam. Libero voluptatem dolores ,2013-01-15
42651,151458819110,Eveniet perspiciatis molestiae mollitia.,478072846,1,Quas voluptatem facere autem dolores. Sed iusto non quae soluta et. Ipsa odit iusto magnam impedit nisi minima autem impedit.,1974-09-21
43532,159168458926,Est voluptates aperiam ut nobis natus eligendi et laborum.,32486814,1,Consequatur consectetur ipsa amet quae. Odio ratione eaque id vitae molestiae omnis dolorem. Ipsam doloremque omnis provident p,1999-01-31
44724,525940477289,Tempora voluptas nihil illo et.,198,0,Perferendis molestias quos debitis. Id itaque saepe totam aut. Velit temporibus sed dolor dolore quo amet. Est laboriosam sequi,2014-06-10
44895,793180751519,Sit aut et facilis delectus voluptatem nihil.,32486814,1,Vel rerum sed pariatur quos quo. Eligendi dolorem provident dignissimos consequatur et quos. Voluptatem culpa nihil incidunt vo,1993-08-10
44939,402796698710,A error assumenda voluptate ratione.,93,1,Sed aut ratione reprehenderit distinctio inventore corrupti velit. Qui voluptas alias nobis. Ut voluptas aut debitis magni.,2021-02-09
45537,847284026719,Nulla dolorem qui quo.,36235,1,Ipsum autem sit vero explicabo et sed. Vero ullam velit sed officia autem quisquam consequatur suscipit. Voluptas qui ut dolore,2021-06-01
45687,506302968197,Facilis quo occaecati explicabo ut doloremque.,395988,1,Commodi omnis ab sed nobis alias. Qui sed nihil vel sed consectetur omnis unde.
Ut eius quas sit velit autem tempore voluptas. ,2010-05-15
45911,023715372944,Fuga fugiat ex consectetur cum qui saepe commodi.,591158,0,Sint impedit quod commodi autem. Similique mollitia temporibus excepturi. Incidunt enim a ullam sit.,2022-06-30
46084,785034940303,Cum eveniet similique nihil veniam dolorum.,87,1,Beatae voluptas similique cum beatae id quasi alias. Architecto est culpa quidem magni nulla. Mollitia impedit eos sit.,2013-09-06
46240,752036242027,Doloremque consequatur earum optio omnis.,970773,0,Et est deserunt dolor iusto dolores aperiam sed. Temporibus et autem dolores delectus culpa. Est voluptas maxime autem qui magn,2003-01-06
46561,948517147566,Doloribus et accusantium similique earum et.,817,0,Aliquam omnis maiores fuga fuga nisi minima tempora vel. Accusamus quaerat est non consequuntur. Illum sit repudiandae sapiente,1976-12-21
47459,022278670552,Illo minima ut voluptatibus impedit non quo.,8618,0,Laboriosam asperiores perspiciatis voluptatem minima veniam non consectetur. Animi debitis dolores necessitatibus totam. Repell,1987-04-05
47695,642018849121,Veritatis velit adipisci voluptate et dolores.,494564417,0,Temporibus occaecati qui corporis rerum. Voluptatem quo non et harum quae. Saepe facere voluptas vel quia enim.,2009-04-26
47861,973457392991,Minus quae sint dolore excepturi illum ratione dolorem.,30,0,Sed maiores rem ratione consectetur. Provident et hic est magni dolorem ea et. Asperiores sed temporibus doloremque.,2005-05-06
48867,917728194754,Sunt ipsam cum sequi molestias quo.,228,1,Iure id tempora harum dolores quo tempore architecto. Hic totam praesentium est qui aliquam error. Qui a ea ut ipsum.,1979-10-30
49162,535289833704,Sit delectus cum quia architecto molestias qui et.,6,0,Unde possimus eos voluptas. Aliquam consequatur voluptate perferendis eos repudiandae. Quo autem eos qui omnis tenetur sed dolo,2022-10-23
49508,838235862764,Perspiciatis porro iste iusto ut fugit adipisci.,198,0,Nostrum ut quo hic repellendus quo voluptas. Id est ratione et sapiente.
Est voluptas sit et illum. Accusantium quae amet est t,2023-04-10
49586,156794224573,Voluptatem dolorem tempora sit quia dolorem velit amet.,494564417,1,Adipisci officia cumque aut veniam voluptate sunt qui velit. Molestiae asperiores voluptatem molestias repellendus. Eos in quo ,1990-07-23
50124,319635635419,At quasi iusto et sit voluptates.,814751531,1,Doloremque sed nisi ut iure quam. Ipsa ad fugit culpa necessitatibus. Perferendis dolor ratione et error voluptas eos nihil. Mo,1978-08-17
50461,174890143188,Enim quisquam deserunt eaque est et mollitia quidem.,741,1,Ad qui temporibus necessitatibus. Fugiat nam et ut aut sunt dolor sint. Esse itaque sunt numquam laborum. Ea asperiores odit et,2013-05-07
50624,970180748395,Molestias tempora hic animi iure ducimus.,8,1,Aut non sit quo tenetur. Excepturi harum labore dolorum optio blanditiis. Consectetur non et ea nobis sint. Sequi consequatur u,2020-07-09
52088,715573608934,Quaerat vero eos qui voluptas exercitationem culpa et.,87,1,Numquam similique omnis ut provident eos. Odio molestiae porro nam doloremque aliquid velit. Ea facere porro expedita expedita ,1979-12-18
52531,935729705562,Vero dolorem beatae velit reiciendis natus laborum.,87237,1,Inventore nemo deserunt qui quae a. Amet cumque labore nobis amet. Rerum placeat incidunt quia alias vel nihil. Modi eum facili,1983-09-24
53606,622598505459,Eius voluptas earum ut molestias dolor excepturi aut.,908067905,1,Velit inventore eum autem. Sit in dolore et tempora exercitationem. Ratione quam tenetur id laudantium. Et laborum illum invent,2015-06-16
54557,535616843029,Ipsa doloremque dolore sed eos doloribus.,741,1,Quae aspernatur esse natus quisquam illum ut. Dignissimos et voluptates voluptas. Iusto dolorum ipsum dolorum soluta officiis e,1989-02-04
55290,121327839378,Est qui error tempore saepe.,0,1,Nobis esse et voluptatibus autem qui. Sit nemo ipsa voluptas quia corporis laudantium beatae recusandae. Necessitatibus ut libe,2010-06-17
55427,716946836940,Ut error maxime soluta iste aliquid architecto.,12985531,1,Voluptate aut ut error harum placeat aut. At tempora facere a fugit. Voluptatum assumenda soluta et porro quidem.,2015-01-25
58009,556351073781,Tenetur et rerum repellat vel labore ut in.,93,1,Hic nihil velit iusto modi consequuntur ex qui. Culpa sapiente exercitationem est optio et est fuga dolores. Eaque fuga beatae ,1975-01-06
58725,513560474112,Est optio quis ad alias.,60505,0,Et consequatur non non eveniet doloremque cum. Dolores fugiat consequatur et omnis et. Excepturi consequatur est et ipsa at. Do,2000-01-18
58729,917801184355,Accusamus debitis perferendis quia esse tempore.,656418706,1,Sint dignissimos consequuntur cupiditate quia quo. Quis rem assumenda voluptatem necessitatibus in.,2007-01-17
59182,847438797670,Iusto reprehenderit quidem et nesciunt et incidunt.,87237,0,Facilis eius molestiae consequuntur quia in cupiditate. Maiores deleniti aut optio excepturi. Quia enim corporis sapiente volup,2004-08-16
59954,185447831521,Nemo atque nobis error ullam ratione sunt eius.,60505,1,Assumenda perferendis dignissimos quae labore explicabo alias. Dolores quia deserunt at vero dolore maiores illo.,1976-08-10
60038,722527175562,Laborum minus omnis rem commodi sunt aut.,908067905,0,Aut sit qui est dicta. Velit ut magni quas nostrum et expedita.,2014-03-26
61353,489404818907,Et mollitia soluta distinctio distinctio doloribus voluptatem voluptatem.,6034081,0,Voluptatum est et consequuntur eius iure id. Est fugiat repellat incidunt ea. Qui autem dolor harum et voluptatem nulla. Et exc,2007-10-26
62795,968097217338,Sunt sint nobis aut a.,817,0,Aut sed vel odit molestiae. Sunt eum ratione asperiores et quibusdam. Unde accusantium autem fugit quas suscipit.,1998-03-22
62982,682747832615,Quo consequatur facere cumque amet qui.,53,1,Consequatur cumque deleniti qui deleniti fuga. Magni assumenda excepturi sit quod non ea soluta. Iste eos vero officia eum et o,2009-09-14
63418,697408561923,Enim quibusdam totam natus.,93,0,Harum omnis voluptas exercitationem sint facilis et. Sed labore voluptatem fuga ratione qui hic at. Impedit itaque ea dolores o,1979-02-17
63605,576189540558,Cumque est natus facilis voluptas voluptatum consequatur sint et.,10699,1,Quia minus occaecati fugiat accusamus eum est voluptates. Velit tempora in qui ullam. Quod reiciendis sed est quia sed eos.,1984-11-20
63919,632634837837,Ducimus eos a qui quaerat non voluptas.,985842403,1,Quia unde dolor id accusantium. Dolorem distinctio sit ipsa qui illum et inventore eum. Corporis hic et ab animi rerum. Ab est ,2004-07-21
64861,007512736411,Qui vero tempora est.,914703,1,Suscipit est corporis provident perspiciatis velit. Deserunt qui vero doloribus enim. Sit eos labore cupiditate repellat.,2007-11-07
65116,501552288475,Et assumenda enim ea omnis aut nihil.,71330,0,Ut hic quod et quos eaque. Impedit saepe minima dolorum fuga impedit in omnis. Pariatur esse provident ut ut quae qui est exerc,1995-02-05
66013,150198461638,Eum cum molestiae ullam ducimus at ut ad.,1036267,0,Minus sequi laboriosam hic et aspernatur accusamus. Aut est voluptatibus quod expedita nisi. Et eos placeat quaerat quam autem ,2009-01-11
67165,666120500020,Et ipsa repellat consequuntur excepturi.,494564417,1,Quia culpa tempore praesentium consectetur eos nostrum est. Numquam saepe nostrum in non reprehenderit optio. Voluptatem est vo,1982-11-18
67869,752311675091,Illo illo officiis non accusantium qui dolorem et quia.,327651348,1,Non fugiat necessitatibus qui exercitationem officia. Omnis vel ipsa esse illo.,2014-02-27
68974,976807991194,Necessitatibus vel recusandae quo et nostrum deserunt qui rerum.,327651348,0,Nobis ipsum ea pariatur. Facere earum quas qui perspiciatis. Quo facilis est quia iusto ea laborum. Molestiae aut ut est. Magni,1990-07-17
68995,851843701653,Et nihil eum aliquam.,327651348,1,Et culpa praesentium commodi harum. Quis omnis aut neque. Dolores molestias laboriosam quasi quod perspiciatis at fuga.,2008-10-05
69922,034691033442,Et et voluptatem dolorum earum voluptas ullam dolore.,93,0,Ea repellat facilis est fuga commodi aliquid quis. Voluptate et reiciendis officia ex quam. Odit maxime minima voluptates conse,1972-11-06
69952,753732773400,Non qui illo placeat ullam ex.,9950107,0,Alias velit ut et omnis repudiandae rerum quidem. Nisi eveniet maxime quod fugit. Omnis voluptatem et dolor.,1993-07-12
70105,478975701932,Consequatur eos consequatur quia dolorem nisi voluptas.,970773,1,Doloribus unde provident recusandae rerum. Consequatur nesciunt quam doloremque cumque error at beatae est. Voluptates et odit ,2018-09-13
70230,591518887210,Consequuntur asperiores voluptate eum adipisci facere qui.,395988,1,Rem voluptate sit maiores eius sequi ut est. Et qui soluta doloribus. Ratione libero reprehenderit nam aut eius sed sapiente vo,1982-01-22
70425,604316253714,Soluta enim et vel molestiae facere delectus ad.,3,1,Repudiandae necessitatibus veritatis veritatis placeat. Facilis non esse sapiente qui ea sed beatae. Non nisi et odio. Laborios,1992-01-02
71128,323536108174,Nemo dignissimos quia occaecati quod voluptas et.,12456,1,Esse aut maxime eos tempora blanditiis voluptatem. Corrupti dolorem cum error odio. Iure hic autem excepturi. Maiores omnis con,2015-07-19
72599,750366462608,Dolorem assumenda impedit ut.,12456,0,Fuga aut corporis quos nihil. Adipisci placeat eaque aut sed quisquam exercitationem placeat. Eveniet distinctio porro optio as,1970-05-16
73365,309375145057,Cumque non vel neque expedita.,87,0,Dolorum optio veritatis nobis dolor pariatur aut culpa. Vel est enim et rerum. Sed tempore nihil voluptatem.,1975-12-13
75064,360562478847,Qui et provident suscipit quas impedit et numquam.,12456,0,Ducimus quia commodi quibusdam eaque aperiam est. Et et dignissimos omnis ut ab eligendi. Voluptatem illo debitis earum est. Al,1974-05-04
75601,526555027366,Repellat magnam maiores velit quod ex saepe qui.,656418706,0,Veniam molestiae quis voluptatem sint sunt odio ullam. Excepturi exercitationem sequi et nostrum tempora. Tempore et quo sed et,1985-11-20
76289,358169049865,Qui itaque id consequuntur consequuntur.,478072846,1,Temporibus consectetur consectetur beatae sed. Non consequatur architecto ab. Accusantium tenetur sed quibusdam nesciunt.,2006-07-20
77073,072819385606,Assumenda consequatur eos ratione itaque exercitationem impedit deserunt.,228,1,Debitis deserunt aut pariatur dolorem nobis. Deleniti ipsum consequatur consequatur. Fuga explicabo cumque et. Illum totam face,1981-02-02
77138,168391558578,Doloribus et commodi magni vel alias laudantium.,198,0,Culpa commodi nemo officiis ut et quo id. Quam quasi dolorem aliquid et ut. Voluptatum et aliquam culpa eum recusandae officia.,2007-01-07
77721,961147279245,Voluptas ad eos qui ullam ut sint.,76462,0,Eum at officia itaque quisquam. Dolores autem praesentium nemo. Ipsam quo est voluptas iure quis. Vel qui quas enim dignissimos,1988-04-01
79714,871271249974,Voluptatibus velit aut enim recusandae id aut quia.,12985531,0,Aut animi est possimus velit temporibus quia ipsum quae. Recusandae expedita doloribus enim saepe deleniti omnis aliquid. Volup,1997-08-27
79831,503713803342,Placeat asperiores incidunt maiores eum recusandae odit.,12456,0,Id sequi nemo officia sit culpa iusto sapiente. Dolor et voluptatibus a soluta. Odit sit est culpa ad saepe tenetur.,2023-06-22
80391,501276933701,Perspiciatis beatae quod consequuntur commodi.,8,0,Qui est velit aut repellendus repudiandae vel. Voluptas aut aut dolore aliquid dolores. Sunt et qui velit eveniet ratione volup,2016-08-06
81271,480992824772,Fugit aliquam aut voluptas ut a omnis.,494564417,1,Iusto ratione commodi ullam dolor omnis. Consequatur ea laborum excepturi. Consequatur vero amet necessitatibus expedita quia i,2015-03-26
82433,863140328161,Dolorem corporis corrupti a et eaque.,23788,0,Deserunt aperiam incidunt quis et. Aut id quis ut magni nesciunt. Libero rerum est ullam ea. Inventore expedita sit autem ea au,2004-08-16
82690,956101328259,Quaerat voluptatum adipisci et.,3,1,Cum commodi consectetur est. Ipsum eius mollitia eos voluptas. Ducimus dolorem nemo et quibusdam in autem. Accusamus neque accu,1975-09-23
86867,664876515716,Non nihil officia ut laudantium ad illo.,755,1,Fugit vel ratione labore earum dolor magnam id doloribus. Et qui aut voluptatem sit. Necessitatibus sint quia est. Sed exceptur,2004-01-23
87159,852727744498,Incidunt iusto consequatur ab sapiente.,985842403,0,Officia voluptates sed sequi asperiores fugit qui. Deleniti sequi ea voluptas pariatur qui. Minima consequatur doloribus qui si,2015-04-24
88298,779809232680,Atque ducimus culpa omnis placeat odio omnis ut.,8618,0,Perspiciatis perspiciatis odio cum nesciunt ut eos debitis. Eum qui velit ut expedita aut.,1993-04-22
88648,823768674645,Saepe dolorem et cum quo omnis temporibus neque.,395988,0,Illo iure harum ipsum repellendus. Id rem consequuntur ab recusandae.,2019-02-16
88866,113232145424,Quia molestiae quo aperiam eum minima quibusdam eius.,20908,0,Dolor est praesentium recusandae in ipsam. Quam sed dolorum nam officia itaque molestiae. Consectetur ea nesciunt dolor illo mo,2012-06-11
88903,888184377610,Quasi possimus optio dolor repudiandae.,30,1,Molestias impedit id molestias qui optio qui et saepe. Aspernatur magnam iusto consequatur corporis enim. Repellat aliquid volu,2001-07-16
89495,306923336684,Qui sunt quo molestiae dolorem.,228,1,Voluptatem omnis natus quia voluptatibus qui. Dolor qui repudiandae dolorem vero iste tenetur dolorem aperiam. Voluptas provide,2019-12-05
90385,941806461090,Ut esse sint nostrum amet mollitia amet quo iure.,92031,1,Est omnis nisi quo veniam ut voluptatem ut. Molestias quia omnis vel et quis. Eos aut placeat ut vitae.,2018-04-09
